PARTNUMBER	ALTPARTNUMBER	DESCRIPTION1	DESCRIPTION2	STOCKONHAND	ADD_TO_STOCKONHAND	MINORDERQTY	MINSTOCK	MAXSTOCK	DAYSPCT	SEASONAL	SEASONSTART_MM	SEASONSTART_DD	SEASONEND_MM	SEASONEND_DD	SUPPLIER_NUMBER1	INVSUP_PARTNUMBER1	SUPPLIER_NUMBER2	INVSUP_PARTNUMBER2	SUPPLIERRATIO	BROKENCARTONCODE	UNITCOST	MKTCOST	PLVL_PRICE1	PLVL_REFMARGIN1	PLVL_ROUNDINGID1	PLVL_QTY2	PLVL_PRICE2	PLVL_REFMARGIN2	PLVL_ROUNDINGID2	PLVL_QTY3	PLVL_PRICE3	PLVL_REFMARGIN3	PLVL_ROUNDINGID3	PLVL_QTY4	PLVL_PRICE4	PLVL_REFMARGIN4	PLVL_ROUNDINGID4	CLASSID1	SUBCLASSID1	CLASSID2	SUBCLASSID2	CLASSID3	SUBCLASSID3	PART_MESSAGE	LOCATIONID	DEPTID	UOMID	WEIGHT	CORECHARGE	MFGPARTNUMBER	BINTAGCOUNT	PRINTBINTAGLATER	ORIGINDATE	TAXABLE	TAXCODE	CONSUMERUNITQTY	CONSUMERUNITTEXT	BRANDNAME	HISTORY_52WEEK	DELETED	ITEMTAGREQUIRED	EXT_SYNC	NETPRICE	CLASSNAME1	SUBCLASSNAME1	UNITOFMEASURENAME	DEPARTMENTNAME	IMAGE_ID	MARGIN1	MARGIN2	MARGIN3	MARGIN4	WEEK_CURRENT	WEEK_1	WEEK_2	WEEK_3	WEEK_4	WEEK_5	WEEK_6	WEEK_7	WEEK_8	WEEK_9	WEEK_10	WEEK_11	WEEK_12	WEEK_13	WEEK_14	WEEK_15	WEEK_16	WEEK_17	WEEK_18	WEEK_19	WEEK_20	WEEK_21	WEEK_22	WEEK_23	WEEK_24	WEEK_25	WEEK_26	WEEK_27	WEEK_28	WEEK_29	WEEK_30	WEEK_31	WEEK_32	WEEK_33	WEEK_34	WEEK_35	WEEK_36	WEEK_37	WEEK_38	WEEK_39	WEEK_40	WEEK_41	WEEK_42	WEEK_43	WEEK_44	WEEK_45	WEEK_46	WEEK_47	WEEK_48	WEEK_49	WEEK_50	WEEK_51	WEEK_52	WEEK_53	WEEK_54	WEEK_55	WEEK_56	WEEK_57	WEEK_58	WEEK_59	WEEK_60	WEEK_61	WEEK_62	WEEK_63	WEEK_64	WEEK_65	WEEK_66	WEEK_67	WEEK_68	WEEK_69	WEEK_70	WEEK_71	WEEK_72	WEEK_73	WEEK_74	WEEK_75	WEEK_76	WEEK_77	WEEK_78	WEEK_79	WEEK_80	WEEK_81	WEEK_82	WEEK_83	WEEK_84	WEEK_85	WEEK_86	WEEK_87	WEEK_88	WEEK_89	WEEK_90	WEEK_91	WEEK_92	WEEK_93	WEEK_94	WEEK_95	WEEK_96	WEEK_97	WEEK_98	WEEK_99	WEEK_100	WEEK_101	WEEK_102	WEEK_103	WEEK_104
3726718	030721040238	TORPED BULB B9.5 40W CLR	CLOSEOUT: CHECK AVAILABILITY	0	0	0	0	999	100	0	  	  	  	  	10	3726718			1		1.13	1.13	4.99	0	2													363	4	-1	-1	-1	-1		-1	30	105	0.100000001	0	04023	1	0	22-Mar-2019 00:00:00	1		2	EA	WESTINGHOUSE		0	0	0	0						77.4																																																																																																												
3729399	030721034459	BULB 25W A19 BLUE		0	0	0	3	999	100	0	  	  	  	  	10	3729399			1		0.95	0.96	3.99	0	2													363	1	-1	-1	-1	-1		-1	30	1	0.100000001	0	0344548	1	1	22-Mar-2019 00:00:00	1		1	EA	WESTINGHOUSE		0	0	0							76.2																																																																																																												
3729472	030721034466	INCN A19 E26 RED 25W 1PK		0	0	0	3	999	100	0	  	  	  	  	10				1		0.98	0.98	3.99	0	2													363	1	-1	-1	-1	-1		-1	30	1	0.100000001	0	0344648	1	1	22-Mar-2019 00:00:00	1		1	EA	WESTINGHOUSE		0	0	0	0						75.4																																																																																													1															
3730041	030721034435	BULB MD BASE25W A19AMBR		0	0	0	3	999	100	0	  	  	  	  	10	3730041			1		1	1	4.99	0	2													363	1	-1	-1	-1	-1		-1	30	1	0.100000001	0	0344348	1	1	22-Mar-2019 00:00:00	1		1	EA	WESTINGHOUSE		0	0	0	0						80																																																																																																												
3730421	030721034442	GREEN A19 E26 25W DS		0	0	0	3	999	100	0	  	  	  	  	10				1		0.98	0.98	3.99	0	2													363	1	-1	-1	-1	-1		-1	30	1	0.100000001	0	0344448	1	0	22-Mar-2019 00:00:00	1		1	EA	WESTINGHOUSE		0	0	0	0						75.4																																																																																																												
3731122	030721040276	INC TORPEDO BULB B10 60W	ITEM CANCELLED BY ACE	0	0	0	0	999	100	0	  	  	  	  	10	3731122			1		1.11	1.11	4.59	0	2													363	4	-1	-1	-1	-1		-1	30	105	0.100000001	0	04027	1	0	22-Mar-2019 00:00:00	1		2	EA	WESTINGHOUSE		0	0	0							75.8																																																																																																						2						-2
3732005	030721040344	INCANDSCNT BULB CLR 40W	ITEM CANCELLED BY ACE	0	0	0	0	999	100	0	  	  	  	  	10	3732005			1		2.42	2.42	4.99	0	2													363	4	-1	-1	-1	-1		-1	30	208	0.200000003	0	04034	1	0	22-Mar-2019 00:00:00	1		2	EA	WESTINGHOUSE		0	0	0	0						51.5																																																																																																												
3732187	030721040900	BULB APPLIANCE CLEAR DS		2	0	6	0	999	100	0	  	  	  	  	10	3732187			1		0.85	0.85	2.99	0	2													363	1	-1	-1	-1	-1		1791	30	1	0.100000001	0	0409048	1	0	22-Mar-2019 00:00:00	1		1	EA	WESTINGHOUSE	14	0	0	0	0						71.6				1	1	1										1	1		5				2										2							1																				1			2									3	1			3		3	1		2	1		2		8		2	1									3	2			1			3			
3732575	030721040924	MED BASE 40W B11 120V DS	ITEM CANCELLED BY ACE	0	0	0	0	999	100	0	  	  	  	  	10	3732575			1		1.16	1.16	4.59	0	2													363	4	-1	-1	-1	-1		-1	30	105	0.100000001	0	04092	1	0	22-Mar-2019 00:00:00	1		1	EA			0	0	0	0						74.7																																																																																																												
4815007	670750840401	PEXA TEE 3/4X 1/2 X 1/2		0	0	1	0	999	100	0	  	  	  	  	10	4815007			1		1.94	2.83	5.99	0	2													490	3	-1	-1	-1	-1		-1	40	2	0.200000003	0	EPXT341212	1	0	10-Mar-2018 00:00:00	1		1	EA	APOLLO EXPANSIONPEX		0	0	0	0						67.6																																																																																																												
4815015	670750842443	"PEXA ADPTR 3/4""PEX/FWS"		0	0	1	0	999	100	0	  	  	  	  	10	4815015			1		2.4	3.54	7.99	0	2													490	3	-1	-1	-1	-1		-1	40	2	0.300000012	0	EPXFA34S	1	0	10-Mar-2018 00:00:00	1		1	EA	APOLLO EXPANSIONPEX		0	0	0	0						70																																																																																																												
48151	020637263777	"CLAMP HOSE 4-1/16""-5""SS"		5	0	10	0	999	100	0	  	  	  	  	10	48151			1		1.04	1	3.59	0	2													488	1	-1	-1	-1	-1		2050	40	1	0.100000001	0	625072551	1	0	10-Mar-2018 00:00:00	1		1	EA	IDEAL TRIDON	23	0	0	0	0						71				2			2		3			2		1	1			1																										1							2		4	2	4						3		2					2								3				1		1						1	2				4				2					2				4		
4815106	670750842948	PEX A EXPANDER TOOL KIT		0	0	1	0	999	100	0	  	  	  	  	10	4815106			1		84.62	104.32	139.99	0	2													490	10	-1	-1	-1	-1		-1	40	2	6.599999905	0	EPXTOOLKIT	1	0	10-Mar-2018 00:00:00	1		1	EA	APOLLO EXPANSIONPEX		0	0	0	0						39.6																																																																																																												
4815122	670750842849	"PEXA TEE 1/2"" 10PK"		0	0	1	0	999	100	0	  	  	  	  	10	4815122			1		11.19	13.69	19.99	0	2													490	3	-1	-1	-1	-1		-1	40	128	0.200000003	0	EPXPAT1210PK	1	0	10-Mar-2018 00:00:00	1		1	EA	APOLLO		0	0	0	0						44																																																																																																												
4815130	670750839474	"COUPL 1/2""X POLY B 5PK"	ITEM CANCELLED BY ACE	0	0	0	0	999	100	0	  	  	  	  	10	4815130			1		4.48	6.84	12.99	0	2													490	3	-1	-1	-1	-1		-1	40	214	0.400000006	0	EPXBC125PK	1	0	10-Mar-2018 00:00:00	1		1	EA	APOLLO EXPANSIONPEX		0	0	0	0						65.5																																																																																																												
4815155	670750842566	"PEXA COUPL 1/2"" PEX 10PK"		0	0	1	0	999	100	0	  	  	  	  	10	4815155			1		5.63	6.94	13.99	0	2													490	3	-1	-1	-1	-1		-1	40	128	0.200000003	0	EPXPAC1210PK	1	0	10-Mar-2018 00:00:00	1		1	EA	APOLLO EXPANSIONPEX		0	0	0	0						59.8																																																																																																												
4815163	670750845543	PEXA STOP VALVE 1/2X1/4		0	0	1	0	999	100	0	  	  	  	  	10	4815163			1		2.83	3.74	9.99	0	2													402	4	-1	-1	-1	-1		-1	40	2	0.200000003	0	EPXVA1214C	1	0	10-Mar-2018 00:00:00	1		1	EA	APOLLO EXPANSIONPEX		0	0	0	0						71.7																																																																																																												
4815171	670750842788	"PEXA PA ADPTR 1/2""M 10PK"		0	0	1	0	999	100	0	  	  	  	  	10	4815171			1		7.41	9.22	16.99	0	2													490	3	-1	-1	-1	-1		-1	40	128	0.200000003	0	EPXPAM1210PK	1	0	10-Mar-2018 00:00:00	1		1	EA	APOLLO EXPANSIONPEX		0	0	0	0						56.4																																																																																																												
4815189	670750841057	"PEXA ADPTR 1/2""MPT 10PK"	ITEM CANCELLED BY ACE	0	0	0	0	999	100	0	  	  	  	  	10	4815189			1		10.15	14.81	22.99	0	2													490	3	-1	-1	-1	-1		-1	40	117	1	0	EPXMA1210PK	1	0	10-Mar-2018 00:00:00	1		1	EA	APOLLO EXPANSIONPEX		0	0	0	0						55.9																																																																																																												
4815197	670750840135	PEXA STOP VALVE 1/2X3/8		0	0	1	0	999	100	0	  	  	  	  	10	4815197			1		2.83	3.64	9.99	0	2													402	4	-1	-1	-1	-1		-1	40	2	0.200000003	0	EPXVA1238C	1	0	10-Mar-2018 00:00:00	1		1	EA	APOLLO EXPANSIONPEX		0	0	0	0						71.7																																																																																																												
4815205	670750839481	PEXA STRT STPVLV 1/2X1/4		0	0	1	0	999	100	0	  	  	  	  	10	4815205			1		2.47	3.64	9.99	0	2													402	4	-1	-1	-1	-1		-1	40	2	0.200000003	0	EPXVS1214C	1	0	10-Mar-2018 00:00:00	1		1	EA	APOLLO EXPANSIONPEX		0	0	0	0						75.3																																																																																																												
4815221	670750840968	PEXA VALVE 1/2X3/4MHT		0	0	1	0	999	100	0	  	  	  	  	10	4815221			1		6.24	8.28	19.99	0	2													412	1	-1	-1	-1	-1		-1	40	2	1.399999976	0	EPXSCV1234	1	0	10-Mar-2018 00:00:00	1		1	EA	APOLLO EXPANSIONPEX		0	0	0	0						68.8																																																																																																												
4815254	670750839375	PEX A BALL VALVE 3/4		0	0	1	0	999	100	0	  	  	  	  	10	4815254			1		5.83	8.12	13.99	0	2													490	1	-1	-1	-1	-1		-1	40	2	0.5	0	EPXV34	1	0	10-Mar-2018 00:00:00	1		1	EA	APOLLO EXPANSIONPEX		0	0	0	0						58.3																																																																																																												
4815353	670750840807	"PEXA ADPTR 3/4""X 1""FPT"		0	0	1	0	999	100	0	  	  	  	  	10	4815353			1		2.95	4.29	8.99	0	2													490	3	-1	-1	-1	-1		-1	40	2	0.300000012	0	EPXFA341	1	0	10-Mar-2018 00:00:00	1		1	EA	APOLLO EXPANSIONPEX		0	0	0	0						67.2																																																																																																												
4815486	670750841118	"PEXA ADPTR 1""PEX X ""1MPT"		0	0	1	0	999	100	0	  	  	  	  	10	4815486			1		2.57	3.82	7.99	0	2													490	3	-1	-1	-1	-1		-1	40	2	0.200000003	0	EPXMA11	1	0	10-Mar-2018 00:00:00	1		1	EA	APOLLO EXPANSIONPEX		0	0	0	0						67.8																																																																																																												
4815494	670750839559	PEXA STRT STPVLV 1/2X3/8		0	0	1	0	999	100	0	  	  	  	  	10	4815494			1		2.47	3.55	9.99	0	2													402	4	-1	-1	-1	-1		-1	40	2	0.200000003	0	EPXVS1238C	1	0	10-Mar-2018 00:00:00	1		1	EA	APOLLO EXPANSIONPEX		0	0	0	0						75.3																																																																																																												
4815536	670750842757	"PEXA 1/2"" PA ELBOW 10PK"		0	0	1	0	999	100	0	  	  	  	  	10	4815536			1		8.45	9.59	16.99	0	2													490	1	-1	-1	-1	-1		-1	40	128	0.200000003	0	EPXPAE1210PK	1	0	10-Mar-2018 00:00:00	1		1	EA	APOLLO EXPANSIONPEX		0	0	0	0						50.3																																																																																																												
4815544	670750839382	PEX A BALL VALVE 1		0	0	0	0	999	100	0	  	  	  	  	10	4815544			1		11.525	13.46	19.99	0	2													490	1	-1	-1	-1	-1		-1	40	2	0.800000012	0	EPXV1	1	0	10-Mar-2018 00:00:00	1		1	EA	APOLLO EXPANSIONPEX		0	0	0	0						42.3																																																																																																												
48163	052063404752	"TEE PVC SEWER&DR 4""HXHXH"		1	0	1	0	999	100	0	  	  	  	  	10	48163			1		3.865	5.14	9.99	0	2													477	5	-1	-1	-1	-1		-1	40	1	0.899999976	0	4P01	1	0	28-Sep-1998 00:00:00	1		1	EA	NDS	0	0	0	0	0						61.3																									0																																																																																			
48169	033663005099	DRINK WTR FLTR HD950A		2	0	1	0	999	100	0	  	  	  	  	10	48169			1		21.18	21.18	34.99	0	2													405	7	-1	-1	-1	-1		1881	40	1	1.899999976	0	RFC-BBSA	1	0	14-Mar-2000 00:00:00	1		1	EA	CULLIGAN	5	0	0	0	0						39.5											1	1								1															1								1																							1																	1																						1			
48176	611942027972	"CAP ABS DWV 1.5"""		4	0	1	0	999	100	0	  	  	  	  	10	48176			1		2.14	1.86	8.99	0	2													477	4	-1	-1	-1	-1		1617	40	1	0.100000001	0	ABS001160600	1	0	25-Aug-1995 00:00:00	1		1	EA	CHARLOTTE PIPE	5	0	0	0							76.2																																1							1	1				1						1	0									1			1																																							1						1
48177	611942027989	"CAP ABS DWV 2"""		3	0	5	0	999	100	0	  	  	  	  	10	48177			1		2.96	2.57	9.99	0	2													477	4	-1	-1	-1	-1		1616	40	1	0.200000003	0	ABS001160800	1	0	25-Aug-1995 00:00:00	1		1	EA	CHARLOTTE PIPE	2	0	0	0	0						70.4																																	1						1																																			1															1					1														1
4817771	813917020593	NEST THERMOSTAT E	ITEM CANCELLED BY ACE	0	0	0	0	999	100	0	  	  	  	  	10				1		139.44	139.44	169.99	0	2													427	3	-1	-1	-1	-1		-1	46	1	0.899999976	0	T4000ES	1	0	06-Oct-2020 00:00:00	1		1	EA			0		0							18																																																																																																												
48178	611942027996	"CAP ABS DWV 3"""		1	0	1	0	999	100	0	  	  	  	  	10				1		6.1	5.3	19.99	0	2													477	4	-1	-1	-1	-1		1616	40	1	0.300000012	0	ABS001161000	1	0	25-Aug-1995 00:00:00	1		1	EA	CHARLOTTE PIPE	1	0	0	0	0						69.5																																																								1																																																				
48179	611942028009	"CAP ABS DWV 4"""		1	0	1	0	999	100	0	  	  	  	  	10	48179			1		5.66	4.92	19.99	0	2													477	4	-1	-1	-1	-1		1616	40	1	0.5	0	ABS001161200	1	0	25-Aug-1995 00:00:00	1		1	EA	CHARLOTTE PIPE	2	0	0	0	0						71.7																																							1						1																																																															
48183	082901481836	"ACE PIPE CUTTR PVC1-1/4"""	ITEM CANCELLED BY ACE	0	0	0	0	999	100	0	  	  	  	  	10	48183			1		6.21	6.83	16.99	0	2													410	1	-1	-1	-1	-1		-1	40	1	0.600000024	0	PST193	1	0	07-Feb-2005 00:00:00	1		1	EA			0	0	0	0						63.4																																																																																																												
48185	082901481850	"ACE PIPE CUTTR PVC1-5/8"""	 DISCONTINUED FOR 2474393	0	0	0	0	999	100	0	  	  	  	  	10	48185			1		7.28	8.08	19.99	0	2													410	3	-1	-1	-1	-1		-1	40	1	0.600000024	0	PST002	1	0	08-Jul-1996 00:00:00	1		1	EA	ACE		0	0	0	0						63.6																																																																																																												
48190	082901481904	"ACE TUBE CUTTER 7/8"""	 DISCONTINUED FOR 4005639	0	0	0	0	999	100	0	  	  	  	  	10	48190			1		2.99	3.16	13.99	0	2													410	3	-1	-1	-1	-1		-1	40	1	0.300000012	0	88-1211-60A	1	0	25-Aug-1995 00:00:00	1		1	EA	ACE		0	0	0	0						78.6																																																																																																												
48191	054211136027	"BUSHING 40PVC 2""MPT1""FPT"		0	0	0	0	999	100	0	  	  	  	  	10	48191			1		1.18	1.98	6.99	0	2													477	1	-1	-1	-1	-1		-1	40	2	0.200000003	0	PVC 02112 3600	1	0	21-Apr-2016 00:00:00	1		1	EA	CHARLOTTE		0	0	0	0						83.1																																																																																																												
48193	611942082209	BUSHING 40PVC1.25S3/4SPG		5	0	1	4	999	100	0	  	  	  	  	10	48193			1		0.9	0.9	2.99	0	2													477	1	-1	-1	-1	-1		-1	40	1	0.100000001	0	PVC 02107 0950	1	0	23-Jan-1996 00:00:00	1		1	EA	CHARLOTTE		0	0	0	0						69.9																																																											1																																													1				
48194	611942082315	BUSHING 40PVC 1.5SPG1FPT		0	0	0	3	999	100	0	  	  	  	  	10				1		1.13	0.98	2.99	0	2													477	1	-1	-1	-1	-1		-1	40	1	0.100000001	0	PVC 02108 1800	1	0	10-May-2021 00:00:00	1		1	EA	CHARLOTTE		0		0							62.2																																																																																																												
48208	019944111307	WICK KEROSENE HEATER B		0	0	1	0	999	100	0	  	  	  	  	10				1		1.09	1.09	19.99	0	2													1457	-1	-1	-1	-1	-1		-1	46	2	0	0	AW-30P	1	0	06-Nov-2013 00:00:00	1		1	EA			0	0	0	0						94.5																																																																																																												
48214	611942082346	"BUSHING 40PVC2""SPIG1""FPT"		7	0	1	3	999	100	0	  	  	  	  	10	48214			1		1.32	1.32	6.99	0	2													477	1	-1	-1	-1	-1		-1	40	1	0.200000003	0	PVC 02108 2800	1	0	12-Feb-1996 00:00:00	1		1	EA	CHARLOTTE	4	0	0	0	0						81.1											2													1																										1							1																											1		1					2												2					
4822789	078757017909	FILTR 20X20X4 MERV 8		11	0	3	2	999	100	0	  	  	  	  	10				1		5.52	5.52	11.99	0	2													432	7	-1	-1	-1	-1		60	46	1	1.600000024	0	BA4-2020-8	1	0	26-Jul-2020 00:00:00	1		1	EA	BESTAIR	160	0		0							54				2	4	5	2	3		2	3		10	10	1	2	2	3	5	1	1	2	6	3	3	2	2	3	2	2	1	4	3	2	3	3	7	2		3		2	9	2		2	4	6	8		3	2	6	1	2	6	4	5	2	2	4	1	3			4	1	1					4		2	3	2	4	4	1	2	2	3	3	1			5	7					0	2	1	1	1	6		3	8				1	4	1
48228	052063441900	"ELBOW 90 PVC S&D 4"" HXH"		3	0	1	3	999	100	0	  	  	  	  	10				1		5.05	5.05	8.99	0	2													477	5	-1	-1	-1	-1		-1	40	1	0.800000012	0	41P0	1	0	13-Nov-1996 00:00:00	1		1	EA	PLASTIC TRENDS	1	0	0	0							43.8																																1																									1																				1									-1													1			1						
4822821	078757017886	FILTR 16X20X4 MERV 8		12	0	3	6	999	100	0	  	  	  	  	10				1		5.64	5.64	11.99	0	2													432	7	-1	-1	-1	-1		60	46	1	1.299999952	0	BA4-1620-8	1	0	16-Sep-2021 00:00:00	1		1	EA	BESTAIR	223	0		0							53					3	4	4	2	2	6	7	2	11	3	1	7	3	8	4	2	6	2	4	4		1	1	6	3	5	3	5	4	3	1	7	5	2	6	1	3	8	9	8	5	5	5	12	7	3	4	2	7	2	1	4	2	-1	6	8	2	2	3	3	3		1	1	1	3	1	2	3	4	2	1	5	2	5	2	3	2	3	3	1			7	2	2	1					2	1	5	3	1	5	2	2	2	2	1	4	
48229	043197106087	"SHWR TSN ROD CHROME 60"""		0	0	0	0	999	100	0	  	  	  	  	10	48229			1		3.94	4.74	9.99	0	2													675	6	-1	-1	-1	-1		-1	64	1	0.699999988	0	608-S	1	0	26-Aug-1996 00:00:00	1		1	EA	ZENNA HOME		0	0	0	0						60.6																																																																																																												
4822995	078757017930	FILTR 24X24X4 MERV 8		0	0	0	0	999	100	0	  	  	  	  	10	4822995			1		4.07	8.6	15.99	0	2													432	7	-1	-1	-1	-1		-1	46	1	2	0	BA4-2424-8	1	0	29-Sep-2018 00:00:00	1		1	EA	BESTAIR		0	0	0	0						74.5																																																																																																												
4823043	078757018418	DISP FLTR 18X24X1 MERV 7	ITEM CANCELLED BY ACE	0	0	0	0	999	100	0	  	  	  	  	10				1		2.56	2.56	5.99	0	2													432	9	-1	-1	-1	-1		-1	46	1	0.400000006	0	1-1824-GL7	1	0	14-Jun-2021 00:00:00	1		1	EA	BESTAIR		0		0							57.3																																																																																																												
4823290	078757007030	HNYWELL 20X20X4 MERV 8		0	0	0	0	999	100	0	  	  	  	  	10				1		12.75	13.48	27.99	0	2													432	7	-1	-1	-1	-1		-1	46	1	2	0	HW2020-8R	1	0	01-Jul-2020 00:00:00	1		1	EA	BESTAIR		0		0							54.4																																																																																																												
48235	052063444093	"TEE SAN PVC S&D 4"" HXHXH"		0	0	1	0	999	100	0	  	  	  	  	10	48235			1		4.388	8.51	12.99	0	2													477	5	-1	-1	-1	-1		-1	40	1	1.100000024	0	4P09	1	0	25-Jun-2001 00:00:00	1		1	EA	NDS		0	0	0	0						66.2																																																																																																												
48246	038561006414	BUSHING 40PVC2SPG1.25FPT		0	0	0	0	999	100	0	  	  	  	  	10	48246			1		0.95	1.35	4.99	0	2													477	1	-1	-1	-1	-1		-1	40	2	0.200000003	0	PVC 02108 3000	1	0	23-Apr-2019 00:00:00	1		1	EA	CHARLOTTE		0	0	0	0						81																																																																																																												
4824876	019442479749	"SINK/DRAIN PLNGR 16X5"""		5	0	12	1	999	100	0	  	  	  	  	10	4824876			1		1.977	2.01	6.99	0	2													448	3	-1	-1	-1	-1		1671	40	1	0.600000024	0	512A3209	1	0	25-Aug-1995 00:00:00	1		1	EA	PLUMB CRAFT	18	0	0	0	0						71.7									1						1		1				1			1				1	2					2		1					1				1		1	1		1	1				1			3			1	2				2		1	1		1	2				1	2		2	1	1									3	1				1												1	
48251	611942038510	"PLUG SCH40 PVC 2"" MPT"		5	0	1	4	999	100	0	  	  	  	  	10	48251			1		1.42	1.42	4.59	0	2													477	1	-1	-1	-1	-1		-1	40	1	0.200000003	0	PVC 02113 1600	1	0	25-Jun-1996 00:00:00	1		1	EA	CHARLOTTE	3	0	0	0	0						69.1																																						1			1			0									1																										1																													
4825386	085267262415	HEAT/COOL THERMOSTAT NP		1	0	1	1	999	100	0	  	  	  	  	10				1		13.79	13.79	24.99	0	2													427	1	-1	-1	-1	-1		1679	46	1	0.600000024	0	CT31A1003/N	1	0	18-Feb-2025 00:00:00	1		1	EA	HONEYWELL HOME		0		0							44.8																																																																																																												
4825402	085267262392	NON PRGMBL THRMSTAT HEAT		1	0	1	1	999	100	0	  	  	  	  	10				1		11.21	11.21	19.99	0	2													427	1	-1	-1	-1	-1		1679	46	1	0.699999988	0	CT30A1005/N	1	0	18-Feb-2025 00:00:00	1		1	EA	HONEYWELL HOME		0		0							43.9																																																																																																												
48256	052063434056	"CAP PVC S&D 4"" SOLV WELD"		3	0	1	4	999	100	0	  	  	  	  	10				1		1.7	1.7	5.99	0	2													477	5	-1	-1	-1	-1		1615	40	1	0.300000012	0	4P06	1	1	13-Nov-1996 00:00:00	1		1	EA	PLASTIC TRENDS	7	0	0	0	0						71.6				1	2		0		1			2																												1														1				1			1																																						1									
48257	052063144030	"ELBOW 45 PVC S&D 4"" HXH"		4	0	1	4	999	100	0	  	  	  	  	10				1		2.285	2.28	5.99	0	2													477	5	-1	-1	-1	-1		1613	40	1	0.5	0	4P03	1	0	19-Feb-1996 00:00:00	1		1	EA	PLASTIC TRENDS	5	0	0	0	0						61.9								1																	-1							1							1											1					2																																			4																		
48272	082901482727	"J BEND 1-1/2"""		4	0	1	0	999	100	0	  	  	  	  	10				1		1.09	1.09	5.99	0	2													406	2	-1	-1	-1	-1		1692	40	1	0.200000003	0	AH20661	1	0	04-Aug-2020 00:00:00	1		1	EA	ACE	12	0		0							81.8					1																2				2					2						1	1						1		1								1													1						1		1	1							1																										
48273	082901482734	"SINKTRAP J 1-1/2""-1-1/4"""		1	0	1	0	999	100	0	  	  	  	  	10	48273			1		2.07	1.92	6.99	0	2													406	2	-1	-1	-1	-1		1693	40	1	0.200000003	0	AH20662	1	0	05-Jul-2015 00:00:00	1		1	EA	ACE		0	0	0	0						70.4																																																																										1													1																	1				
48274	082901482741	"S TRAP 1-1/2""-1-1/4"""		1	0	1	0	999	100	0	  	  	  	  	10				1		3.55	3.55	11.99	0	2													406	2	-1	-1	-1	-1		1692	40	1	0.600000024	0	AH20663	1	0	24-Mar-2020 00:00:00	1		1	EA	ACE	0	0		0	0						70.4																			0																																																															1																1										
48275	082901482758	"DSHWSHR BRNCH 1-1/2""X8"""		4	0	1	0	999	100	0	  	  	  	  	10	48275			1		1.67	1.67	6.99	0	2													406	2	-1	-1	-1	-1		1693	40	1	0.300000012	0	AH20664	1	0	05-Jul-2015 00:00:00	1		1	EA	ACE	6	0	0	0	0						76.1														1		1	1					1			1																										1																								0																																	
48277	082901482772	"CNTR T&TAILPIECE 1-1/2"""		0	0	0	0	999	100	0	  	  	  	  	10				1		1.17	1.4	7.99	0	2													406	2	-1	-1	-1	-1		2520	40	1	0.200000003	0	AH20667	1	0	14-Apr-2020 00:00:00	1		1	EA	ACE		0		0							85.4																																																																																																												
48278	082901482789	"END TEE TAILPIECE 1-1/2"""		1	0	1	0	999	100	0	  	  	  	  	10				1		1.52	1.52	7.99	0	2													406	2	-1	-1	-1	-1		1692	40	1	0.200000003	0	AH20668	1	0	27-Aug-2020 00:00:00	1		1	EA	ACE	1	0		0							81						1																																																								1																			1			1	1																							
48279	082901482796	"WST DRN TUBE 1-1/2""X15"""		1	0	1	0	999	100	0	  	  	  	  	10				1		1.85	1.85	8.99	0	2													406	2	-1	-1	-1	-1		1692	40	1	0.300000012	0	AH20669	1	0	26-Jul-2020 00:00:00	1		1	EA	ACE	2	0		0							79.4														1				1																																																																																										
48280	082901482802	"P TRAP 1-1/2""-1-1/4"""		2	0	1	0	999	100	0	  	  	  	  	10				1		1.39	1.39	6.99	0	2													406	2	-1	-1	-1	-1		1692	40	1	0.300000012	0	AH20940	1	0	24-Mar-2020 00:00:00	1		1	EA	ACE	14	0		0	0						80.1				2		1			1		1				1				1			2			1	1				0							1				2				1		1																1			1		1		1			1				1												1		1		1				1		1			2					-1	1
48281	082901482819	"P TRAP 1-1/4"""		2	0	1	0	999	100	0	  	  	  	  	10				1		1.44	1.44	6.99	0	2													406	2	-1	-1	-1	-1		1693	40	1	0.200000003	0	AH20941	1	0	30-Oct-2020 00:00:00	1		1	EA	ACE	3	0		0							79.4																						1								1									1																0			1			1				1			1	1								1											1			1											0						
48282	082901482826	"SINK TRAP SW 1-1/2"""		1	0	1	0	999	100	0	  	  	  	  	10				1		2.05	2.05	7.99	0	2													406	2	-1	-1	-1	-1		1692	40	1	0.300000012	0	AH20950	1	0	30-Oct-2020 00:00:00	1		1	EA	ACE	1	0		0							74.3																											1																																								1																																									
48283	082901482833	"SINK TRAP 1-1/2""-1-1/4"""		1	0	1	0	999	100	0	  	  	  	  	10				1		2.11	2.11	7.99	0	2													406	2	-1	-1	-1	-1		1692	40	1	0.300000012	0	AH20960	1	0	28-Jun-2020 00:00:00	1		1	EA	ACE	1	0		0							73.6																					1																																													1																							1														0					
48284	082901482840	"WST END OUTLET 1-1/2X16"""		1	0	1	0	999	100	0	  	  	  	  	10				1		3.09	3.09	9.99	0	2													406	2	-1	-1	-1	-1		1692	40	1	0.5	0	AH20925	1	0	16-Aug-2020 00:00:00	1		1	EA	ACE	4	0		0							69.1					1				1																																				1								1																								1					1					1						1				1											
