Account number	Name	Part number	Description 1	Quantity	 Price 	 Extension 
10	ACE HARDWARE CORPORATION	7007851	"CHAINSAW CHAIN EGO 18"""	2	 20.67 	 41.34 
10	ACE HARDWARE CORPORATION	7008173	BLOWER GUTTER KIT EGO	1	 44.39 	 44.39 
10	ACE HARDWARE CORPORATION	7010768	"WEEDWACKER STRNG/EDG 13"""	3	 104.13 	 312.39 
10	ACE HARDWARE CORPORATION	7010907	GRASS SMRT PATCH S/S 5#	3	 11.37 	 34.11 
10	ACE HARDWARE CORPORATION	7011404	ACE UTILITY GLOVE XL	1	 3.91 	 3.91 
10	ACE HARDWARE CORPORATION	7011418	ACE GLOVES BLK/RED XL	1	 8.04 	 8.04 
10	ACE HARDWARE CORPORATION	7011879	INSCT KLLR GRANULES 10LB	4	 8.22 	 32.88 
10	ACE HARDWARE CORPORATION	7011887	HEDGE TRIMMER KIT 20V	1	 104.13 	 104.13 
10	ACE HARDWARE CORPORATION	7013841	RAPID GRASS SUN/SHD 5.6#	1	 31.93 	 31.93 
10	ACE HARDWARE CORPORATION	7015837	GEAR DRIVE SPRINKLR HEAD	2	 9.54 	 19.08 
10	ACE HARDWARE CORPORATION	7015863	"EGO LWN MWR PWR+ 21"""	1	 438.21 	 438.21 
10	ACE HARDWARE CORPORATION	7016648	WEED FEED FRTLZR 4KSQFT	5	 28.14 	 140.70 
10	ACE HARDWARE CORPORATION	7016649	WEED FEED FERT 12000SQFT	1	 73.85 	 73.85 
10	ACE HARDWARE CORPORATION	7018659	EGO LWN MWR LM2114SP	1	 525.89 	 525.89 
10	ACE HARDWARE CORPORATION	7023102	TIRE & TUBE SEALANT 16OZ	1	 6.85 	 6.85 
10	ACE HARDWARE CORPORATION	7024937	"WATERING KIT 50' 1/4"""	3	 8.36 	 25.08 
10	ACE HARDWARE CORPORATION	7025412	INSECT KILLER RTU 1QT	1	 6.65 	 6.65 
10	ACE HARDWARE CORPORATION	7029242	HD HOS NOZL 9PTR BLK/GRY	1	 6.72 	 6.72 
10	ACE HARDWARE CORPORATION	7029243	HD HOS NOZL FN/SOLD STRM	1	 7.10 	 7.10 
10	ACE HARDWARE CORPORATION	7029599	WD/GRS KILR 365 RTU WAND	1	 35.85 	 35.85 
10	ACE HARDWARE CORPORATION	7030897	WASP&HRNT KLLR 14OZ 2PK	3	 7.52 	 22.56 
10	ACE HARDWARE CORPORATION	7033960	MITE CONTRL 3IN1 SPRAY	1	 17.08 	 17.08 
10	ACE HARDWARE CORPORATION	7035108	"STAKE WIRE HOOK 8"" BG15"	1	 2.52 	 2.52 
10	ACE HARDWARE CORPORATION	7035264	"DBL BARBCONN 1/4"" 25PK"	1	 1.92 	 1.92 
10	ACE HARDWARE CORPORATION	7035488	"BOW SAW 21"" ACE"	1	 6.67 	 6.67 
10	ACE HARDWARE CORPORATION	7035924	EXTNDR HOOK S BLK 2PK	1	 0.85 	 0.85 
10	ACE HARDWARE CORPORATION	7036463	"PLNTR FINOLA RND WHT 12"""	1	 6.98 	 6.98 
10	ACE HARDWARE CORPORATION	7037299	KILLER REFL RTU LQD 64OZ	6	 19.25 	 115.50 
10	ACE HARDWARE CORPORATION	7038654	"EGO STRNG TRMMR BTRY 16"""	1	 221.76 	 221.76 
10	ACE HARDWARE CORPORATION	7038655	"LWN MOWER GAS STEEL 22"""	2	 486.26 	 972.52 
10	ACE HARDWARE CORPORATION	7040526	"LWN MWR GS STL 163CC 21"""	3	 321.13 	 963.39 
10	ACE HARDWARE CORPORATION	70560	SPARKPLUG CJ8 CHAMP	1	 1.67 	 1.67 
10	ACE HARDWARE CORPORATION	7066012	DRIPPR INLINE 1GPH BG25	1	 5.48 	 5.48 
10	ACE HARDWARE CORPORATION	7066020	DRIPPR INLINE1/2GPH BG25	1	 5.48 	 5.48 
10	ACE HARDWARE CORPORATION	70856	FERT SPIKE TOMATO 18PK	1	 3.03 	 3.03 
10	ACE HARDWARE CORPORATION	7087851	POLISHED STONE BLK 5LB	2	 7.90 	 15.80 
10	ACE HARDWARE CORPORATION	7094394	"LOPPER BYPASSDROPFORG28"""	1	 11.93 	 11.93 
10	ACE HARDWARE CORPORATION	7099039	ROTOR SPRINKL POPUP ADJS	3	 13.46 	 40.38 
10	ACE HARDWARE CORPORATION	7100597	NOZZLE SIDE STRIP PATTRN	1	 1.31 	 1.31 
10	ACE HARDWARE CORPORATION	7107287	COUPLING STRETCH N LOCK	1	 0.55 	 0.55 
10	ACE HARDWARE CORPORATION	7118052	SPRINKLER HD ADJ HLF 6'	4	 1.05 	 4.20 
10	ACE HARDWARE CORPORATION	7135171	FOOD PLNT TOMATO-TONE4LB	1	 5.00 	 5.00 
10	ACE HARDWARE CORPORATION	7139082	SPRAY HEAD PULL UP TOOL	1	 8.54 	 8.54 
10	ACE HARDWARE CORPORATION	7139363	"SPRINKLR POPUP ADJ 6.75"""	2	 7.81 	 15.62 
10	ACE HARDWARE CORPORATION	7158942	DRP IRRAG MANIFLD 8 PORT	1	 4.67 	 4.67 
10	ACE HARDWARE CORPORATION	7159908	"ICE SCRAPER 7""BLD"	1	 13.13 	 13.13 
10	ACE HARDWARE CORPORATION	7167117	"HOSE1/4""X100'W/EMITTERS"	1	 17.24 	 17.24 
10	ACE HARDWARE CORPORATION	7201585	TOUCH 'N FLOW NOZZLE	1	 5.59 	 5.59 
10	ACE HARDWARE CORPORATION	7207442	ROTARY NOZZL SD STRIP 8'	1	 1.12 	 1.12 
10	ACE HARDWARE CORPORATION	7209877	NOZZLE ADJ PATTERN 18'	2	 1.51 	 3.02 
10	ACE HARDWARE CORPORATION	7209893	HALF DUAL SPRY NOZZL 12'	2	 1.80 	 3.60 
10	ACE HARDWARE CORPORATION	7215361	WEEDSTOP+CRBGRS RTS 32OZ	6	 9.53 	 57.18 
10	ACE HARDWARE CORPORATION	7215619	COM.TRIM LINE 165FT .105	1	 4.97 	 4.97 
10	ACE HARDWARE CORPORATION	7237316	LEADER HOSE 6'	1	 3.82 	 3.82 
10	ACE HARDWARE CORPORATION	7239098	"POP-UP BODY ONLY 2""HT RB"	3	 2.34 	 7.02 
10	ACE HARDWARE CORPORATION	7260003	FUEL FILTERS 2-CYCLE	2	 4.75 	 9.50 
10	ACE HARDWARE CORPORATION	72815	"ADPTR VLV AUTO 3/4"""	1	 17.36 	 17.36 
10	ACE HARDWARE CORPORATION	72822	"AXE BOY'S 2-1/4#28""HANDL"	1	 13.15 	 13.15 
10	ACE HARDWARE CORPORATION	7314271	LAWN FOOD TB GRANL 15M	1	 53.03 	 53.03 
10	ACE HARDWARE CORPORATION	73190	TARP POLY BLUE/BRN 6X8	1	 3.47 	 3.47 
10	ACE HARDWARE CORPORATION	7337140	BUG STOP RTU 128OZ	4	 5.55 	 22.20 
10	ACE HARDWARE CORPORATION	7367840	"SPRINKLR DUAL 4""PRO HALF"	2	 4.14 	 8.28 
10	ACE HARDWARE CORPORATION	7368632	CUT N PUNCH TOOL	1	 18.81 	 18.81 
10	ACE HARDWARE CORPORATION	73702	MAUL SPLITING AX EYE 6LB	1	 20.91 	 20.91 
10	ACE HARDWARE CORPORATION	7402886	RSR EXT 1/2MNPT X 2-1/2	7	 0.20 	 1.40 
10	ACE HARDWARE CORPORATION	7405012	SMALL STEEL EGG BASKET	2	 6.19 	 12.38 
10	ACE HARDWARE CORPORATION	7435324	"KINKFREE HOSE SVR ACE 9"""	1	 3.08 	 3.08 
10	ACE HARDWARE CORPORATION	7437031	WBG CHICKWEED RTS 32OZ	1	 12.94 	 12.94 
10	ACE HARDWARE CORPORATION	7437114	GRN MAX LAWN FOOD 10M	1	 53.03 	 53.03 
10	ACE HARDWARE CORPORATION	7455488	ADJ NOZZLE HIGH EFF 12'	1	 1.57 	 1.57 
10	ACE HARDWARE CORPORATION	7455496	ADJ NOZZLE HIGH EFF 15'	1	 1.57 	 1.57 
10	ACE HARDWARE CORPORATION	7475320	ACE STARTER FERTILIZR 5M	1	 18.07 	 18.07 
10	ACE HARDWARE CORPORATION	7488034	DRIPPR PRSRCMP 1GPH 10PK	1	 3.42 	 3.42 
10	ACE HARDWARE CORPORATION	7496920	WEED&GR ACCUSHOT 1.33GAL	1	 15.85 	 15.85 
10	ACE HARDWARE CORPORATION	75306	FERT SPIKE TREE 15PK	1	 9.38 	 9.38 
10	ACE HARDWARE CORPORATION	75307	FERT SPIKE EVRGRN 15PK	1	 9.15 	 9.15 
10	ACE HARDWARE CORPORATION	7539356	POP UP NAZZLE PLSTIC 8'	2	 1.57 	 3.14 
10	ACE HARDWARE CORPORATION	7539711	ZEROG 100FT FABRIC HOSE	1	 48.00 	 48.00 
10	ACE HARDWARE CORPORATION	7584204	LAWN FERT IRON MINRL 10M	2	 32.16 	 64.32 
10	ACE HARDWARE CORPORATION	7630791	FLEXZLA SWVL HOSE 5/8X75	1	 56.19 	 56.19 
10	ACE HARDWARE CORPORATION	7699721	BYPASS PRUNER SS	2	 13.89 	 27.78 
10	ACE HARDWARE CORPORATION	7729676	"PLANT SUPPORT 24"" GREEN"	4	 1.08 	 4.32 
10	ACE HARDWARE CORPORATION	7798119	MOSQUITO REPELLER BLACK	1	 16.22 	 16.22 
10	ACE HARDWARE CORPORATION	78911	"THREAD ROD STL 1/2X12"""	5	 1.23 	 6.15 
10	ACE HARDWARE CORPORATION	8023906	T HNDL TIRE PLUG KIT 8PC	1	 3.49 	 3.49 
10	ACE HARDWARE CORPORATION	8030430	BASTING BOTTLE 32OZ 2PK	1	 6.89 	 6.89 
10	ACE HARDWARE CORPORATION	8032213	"HTH CHLOR TAB 3"" 8LB"	4	 53.04 	 212.16 
10	ACE HARDWARE CORPORATION	8049055	LWN&GRDN BTRY 12V 350CCA	1	 62.25 	 62.25 
10	ACE HARDWARE CORPORATION	8054158	BOCCE BALL SET STARTER	2	 17.95 	 35.90 
10	ACE HARDWARE CORPORATION	8060813	MEAT CHRCH RUB HLY COW	1	 6.57 	 6.57 
10	ACE HARDWARE CORPORATION	8062614	BIRDSEED BIRDERSBLD 8#KT	1	 5.72 	 5.72 
10	ACE HARDWARE CORPORATION	8064560	STAKE SPIRAL DOG TIE OUT	1	 1.68 	 1.68 
10	ACE HARDWARE CORPORATION	8065790	GRIDDLE TOOL SET SS 6PC	1	 39.74 	 39.74 
10	ACE HARDWARE CORPORATION	8075099	GRILL SPATULA SIGNTR	1	 7.11 	 7.11 
10	ACE HARDWARE CORPORATION	8081001	EMPTY LP TANK W/GAU 11LB	1	 63.21 	 63.21 
10	ACE HARDWARE CORPORATION	8081992	BBQ SEASONING SPG 8.4OZ	1	 4.03 	 4.03 
10	ACE HARDWARE CORPORATION	8082737	"GRIDDLE SCRAPER SS 5.75"""	1	 4.99 	 4.99 
10	ACE HARDWARE CORPORATION	8084353	TENNIS BALLS 3PK	1	 3.08 	 3.08 
10	ACE HARDWARE CORPORATION	8087455	WOOD SMOKG CHNKS APPLE	2	 4.95 	 9.90 
10	ACE HARDWARE CORPORATION	8087500	WOOD SMOKG CHUNKS CHERRY	2	 4.37 	 8.74 
10	ACE HARDWARE CORPORATION	8090094	CNPY PLYSTR N/BLU 10X10'	1	 88.66 	 88.66 
10	ACE HARDWARE CORPORATION	8090176	REDCR SLV SET CRB STL	1	 18.67 	 18.67 
10	ACE HARDWARE CORPORATION	8093699	MINI AUTO BULB 12V	2	 0.79 	 1.58 
10	ACE HARDWARE CORPORATION	8094857	MINIATRE ATMTV BLB 14V	1	 0.54 	 0.54 
10	ACE HARDWARE CORPORATION	8094861	MNTRE ATMTV BLB 1141LLB2	1	 1.08 	 1.08 
10	ACE HARDWARE CORPORATION	8096782	UNIV TRAILR COUPLR LOCK	2	 18.30 	 36.60 
10	ACE HARDWARE CORPORATION	8098809	BLANCO BBQ RUB 12OZ	2	 6.48 	 12.96 
10	ACE HARDWARE CORPORATION	8106597	CHAIR ADRND RSIN BLK 1PC	4	 19.69 	 78.76 
10	ACE HARDWARE CORPORATION	8108718	SPIRIT E-210 LP BLK	2	 363.70 	 727.40 
10	ACE HARDWARE CORPORATION	8109302	GRLL CVR WOODRIDGE GRY	1	 69.64 	 69.64 
10	ACE HARDWARE CORPORATION	8114159	WHEEL CLEANER HOT RIMS	1	 5.06 	 5.06 
10	ACE HARDWARE CORPORATION	8123466	BBQ SC MT CHRCH 16OZ	3	 5.16 	 15.48 
10	ACE HARDWARE CORPORATION	8201378	POOL FILTER TYPE B	2	 8.44 	 16.88 
10	ACE HARDWARE CORPORATION	82079	FUEL WHT GAS COLMAN 1GAL	6	 12.64 	 75.84 
10	ACE HARDWARE CORPORATION	8240533	HEADLIGHT LENS RESTORER	1	 7.70 	 7.70 
10	ACE HARDWARE CORPORATION	8248627	WASTE FREE FOOD 10LB KT	4	 13.51 	 54.04 
10	ACE HARDWARE CORPORATION	8253122	BRAKE PARTS CLEANER 14OZ	1	 3.83 	 3.83 
10	ACE HARDWARE CORPORATION	8259756	RED RYDER BB GUN KIT	1	 38.40 	 38.40 
10	ACE HARDWARE CORPORATION	8270951	"OIL FLTER WRENH 2X3-3/4"""	1	 8.48 	 8.48 
10	ACE HARDWARE CORPORATION	8286395	FRESH WATER HOSE 10'	174	 7.13 	" 1,240.62 "
10	ACE HARDWARE CORPORATION	8286452	WATER HOSE ELBOW 90DEG	2	 5.70 	 11.40 
10	ACE HARDWARE CORPORATION	8291007	RV SEWER KIT W/FITTINGS	2	 35.17 	 70.34 
10	ACE HARDWARE CORPORATION	8291551	RV KDF WATER FILTER2 PK	1	 25.36 	 25.36 
10	ACE HARDWARE CORPORATION	8291577	WATER PRESSURE REGULATOR	3	 9.50 	 28.50 
10	ACE HARDWARE CORPORATION	8291809	RV TOILET TREAT ORG 32OZ	1	 5.81 	 5.81 
10	ACE HARDWARE CORPORATION	83269	PLAYMATE PAL COOLER 9CAN	1	 16.72 	 16.72 
10	ACE HARDWARE CORPORATION	8339418	GREASE SPEC WD40 10OZ	1	 5.44 	 5.44 
10	ACE HARDWARE CORPORATION	8365579	COLEMAN PROPANE STV 2BUR	1	 82.92 	 82.92 
10	ACE HARDWARE CORPORATION	8389033	MARKET UMBRELLA RYLBL 9'	1	 25.76 	 25.76 
10	ACE HARDWARE CORPORATION	8389108	MARKET UMBRELLA YLW 9'	1	 27.53 	 27.53 
10	ACE HARDWARE CORPORATION	8426819	ACE THISTLE SEED 8#	1	 15.20 	 15.20 
10	ACE HARDWARE CORPORATION	8465213	FIX-A-FLAT TIRESEAL 24OZ	1	 11.74 	 11.74 
10	ACE HARDWARE CORPORATION	8485823	"RAINX LAT WIPERBLADE 22"""	1	 10.66 	 10.66 
10	ACE HARDWARE CORPORATION	8680142	"GREASE BUCKET GS 6"""	1	 12.44 	 12.44 
10	ACE HARDWARE CORPORATION	87030-E	DIVA-66-KW1-TREE BIRD	6	 3.86 	 23.16 
10	ACE HARDWARE CORPORATION	87240	HOSE PROPANE 5'	2	 17.62 	 35.24 
10	ACE HARDWARE CORPORATION	8870933	"TIE DOWN ORG 1""X10' 4PK"	1	 11.14 	 11.14 
10	ACE HARDWARE CORPORATION	88880	FEEDER HUMNBRD 8OZ 4STA	2	 7.30 	 14.60 
10	ACE HARDWARE CORPORATION	88956	BONDO AUTO BODY FILLR QT	1	 8.48 	 8.48 
10	ACE HARDWARE CORPORATION	8914681	ACE SUNFLOWER CHIPS 8LB	1	 12.53 	 12.53 
10	ACE HARDWARE CORPORATION	8914749	ULTRA WILD FINCH SEED 5#	1	 8.90 	 8.90 
10	ACE HARDWARE CORPORATION	90901	M&M PEANUT 3.27OZ	24	 2.20 	 52.80 
10	ACE HARDWARE CORPORATION	9092777	CMN CHOCOLATE BAR	60	 0.98 	 58.80 
10	ACE HARDWARE CORPORATION	9092779	CMN CARAMEL BAR	60	 0.98 	 58.80 
10	ACE HARDWARE CORPORATION	9096188	"TURKEY TABLETOP 5"" ASST"	12	 4.13 	 49.56 
10	ACE HARDWARE CORPORATION	9109446	SPRNG WTR BLK BRY 12OZ	6	 0.96 	 5.76 
10	ACE HARDWARE CORPORATION	91112	TAPE PKGNG CLR 1.88X54.6	1	 4.74 	 4.74 
10	ACE HARDWARE CORPORATION	9158007	REESE'S PIECES THTR BOX	12	 1.20 	 14.40 
10	ACE HARDWARE CORPORATION	9329442	ACE XSMALL BX 12X12X10.5	6	 1.18 	 7.08 
10	ACE HARDWARE CORPORATION	93590	ALMOND JOY 1.61OZ	24	 1.11 	 26.64 
10	ACE HARDWARE CORPORATION	93595	SNICKERS 1.86 OZ	48	 1.39 	 66.72 
						
						
